Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
6.38,C+,15,Femenino,Noveno,2022-2023,6,0,1,B-,D+,B+,1,0,2,0,No,Ocasional,No,0,Media,Bajo
5.03,C-,13,Masculino,Octavo,2022-2023,5,0,1,B-,C+,A-,1,0,3,0,Si,Ocasional,No,2,Media,Bajo
6.26,C+,13,Femenino,Octavo,2022-2023,6,51,2,A-,A-,C+,1,2,0,54,No,Diario,Si,0,Baja,Bajo
6.91,B-,16,Femenino,Decimo,2023-2024,7,0,1,B-,D+,B-,3,0,0,0,Si,Nunca,Si,2,Media,Bueno
7.09,B-,18,Femenino,Tercero de Bachillerato,2023-2024,9,80,0,B+,D+,B+,1,1,2,51,No,Nunca,Si,3,Media,Bajo
5.55,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,E-,E-,C+,2,0,0,0,No,Ocasional,Si,0,Media,Bajo
6.34,C+,14,Femenino,Noveno,2022-2023,7,0,0,D-,A+,B-,3,0,2,0,No,Diario,Si,1,Media,Sobresaliente
7.33,B-,17,Masculino,Primero de Bachillerato,2022-2023,9,92,1,B-,C+,C-,5,2,0,73,Si,Diario,Si,1,Media,Bajo
7.31,B-,16,Masculino,Primero de Bachillerato,2022-2023,9,0,0,A-,B-,A+,4,0,4,0,No,Diario,Si,2,Baja,Bajo
5.6,C+,13,Femenino,Octavo,2023-2024,4,0,0,B-,B+,D+,2,0,4,0,Si,Diario,No,2,Media,Bueno
6.7,B-,14,Femenino,Octavo,2023-2024,4,0,0,D+,B+,C+,1,0,1,0,No,Nunca,No,1,Media,Bajo
7.43,B-,16,Femenino,Decimo,2023-2024,6,0,0,C+,B-,B+,2,0,0,0,No,Ocasional,No,1,Media,Bueno
7.47,B-,14,Masculino,Noveno,2022-2023,8,97,0,C+,C+,A+,4,2,0,63,No,Diario,Si,2,Baja,Bajo
6.38,C+,13,Masculino,Octavo,2023-2024,5,0,2,B+,C-,B-,1,0,4,0,Si,Ocasional,Si,1,Media,MuyBajo
5.22,C-,16,Masculino,Primero de Bachillerato,2022-2023,10,0,1,C-,B-,B+,3,0,2,0,No,Nunca,Si,1,Media,Bajo
7.02,B-,14,Masculino,Noveno,2023-2024,6,87,1,C+,A+,C-,4,2,0,69,No,Ocasional,Si,0,Media,Sobresaliente
5.18,C-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,C+,C+,1,0,3,0,Si,Diario,No,1,Baja,Bajo
5.43,C-,14,Masculino,Octavo,2023-2024,5,0,0,D-,C+,B-,3,0,0,0,No,Nunca,Si,0,Baja,Bajo
6.47,C+,14,Femenino,Noveno,2023-2024,5,0,0,D-,C-,A+,3,0,1,0,No,Ocasional,No,2,Media,Bueno
5.87,C+,16,Femenino,Decimo,2023-2024,7,89,0,C+,B+,C-,1,2,0,81,Si,Diario,No,1,Baja,Bueno
6.2,C+,15,Femenino,Decimo,2022-2023,7,0,0,B-,A+,B+,3,0,1,0,Si,Nunca,No,0,Alta,Bajo
7.25,B-,17,Femenino,Segundo de Bachillerato,2022-2023,9,53,0,A+,C+,D+,4,2,2,50,No,Nunca,No,2,Media,Bajo
6.91,B-,18,Masculino,Segundo de Bachillerato,2022-2023,9,0,0,B-,B+,C-,2,0,1,0,No,Nunca,Si,2,Media,Variable
7.73,B+,15,Femenino,Decimo,2022-2023,8,100,0,B+,B-,B-,1,1,1,95,Si,Nunca,Si,1,Alta,MuyBajo
5.02,C-,14,Femenino,Octavo,2023-2024,4,77,2,B-,E+,D-,0,2,3,64,No,Diario,Si,0,Media,MuyBajo
7.41,B-,13,Femenino,Octavo,2022-2023,5,93,0,B+,C-,B-,3,2,2,75,No,Diario,Si,0,Media,Bueno
6.32,C+,13,Femenino,Octavo,2022-2023,6,61,0,A+,E-,B-,3,3,1,70,Si,Ocasional,No,2,Media,Bajo
5.74,C+,14,Femenino,Octavo,2022-2023,5,66,0,B-,B+,C-,1,2,2,85,No,Diario,No,0,Media,Bajo
5.5,C+,15,Masculino,Decimo,2023-2024,6,69,1,E+,C-,B-,4,3,3,61,No,Ocasional,Si,1,Media,Sobresaliente
5.55,C+,13,Femenino,Octavo,2023-2024,4,83,1,B-,E+,B-,3,3,2,70,No,Diario,Si,2,Media,Bajo
8.26,B+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C+,B+,A+,4,0,3,0,No,Ocasional,Si,2,Media,Variable
5.83,C+,17,Masculino,Segundo de Bachillerato,2023-2024,9,0,1,C-,B-,B-,2,0,0,0,Si,Nunca,No,3,Alta,Bajo
6.33,C+,15,Masculino,Decimo,2023-2024,6,98,0,D+,D+,B-,2,3,4,69,No,Ocasional,Si,0,Media,Bajo
6.8,B-,15,Femenino,Noveno,2023-2024,6,58,0,B-,C+,C-,2,1,1,98,Si,Nunca,Si,1,Media,Bueno
5.93,C+,14,Masculino,Noveno,2023-2024,7,50,1,C-,C+,B-,4,3,0,79,No,Diario,Si,0,Media,Bueno
6.74,B-,14,Femenino,Noveno,2023-2024,6,0,1,B-,B-,C+,0,0,4,0,Si,Ocasional,Si,1,Media,Bueno
5.49,C-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,2,B-,A-,D+,4,0,2,0,No,Ocasional,Si,3,Media,Bueno
5.62,C+,13,Femenino,Octavo,2023-2024,4,0,0,B-,C-,C-,0,0,1,0,Si,Diario,No,2,Media,Bajo
6.73,B-,14,Masculino,Octavo,2023-2024,4,85,1,A-,C+,B-,4,1,1,64,Si,Ocasional,Si,2,Alta,Sobresaliente
6.64,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C+,D+,B+,1,0,4,0,No,Ocasional,Si,2,Media,Bajo
8.12,B+,18,Femenino,Segundo de Bachillerato,2023-2024,8,57,0,B+,B+,B-,1,1,0,59,No,Diario,Si,3,Media,MuyBajo
7.68,B+,14,Femenino,Octavo,2023-2024,4,65,1,A-,A-,C-,1,1,4,80,Si,Nunca,No,0,Media,Sobresaliente
6.53,B-,13,Femenino,Octavo,2023-2024,5,0,0,C+,B-,C+,0,0,2,0,Si,Ocasional,No,0,Media,Bajo
5.64,C+,14,Femenino,Noveno,2023-2024,6,0,1,C-,C-,B-,1,0,4,0,Si,Ocasional,No,0,Media,Bajo
6.58,B-,13,Masculino,Octavo,2023-2024,6,0,0,C+,A-,D+,4,0,4,0,Si,Nunca,Si,2,Media,Bajo
6.47,C+,18,Femenino,Tercero de Bachillerato,2023-2024,10,0,1,C+,C+,B-,2,0,0,0,No,Nunca,No,3,Media,Bajo
5.14,C-,13,Masculino,Octavo,2023-2024,4,97,0,D-,C-,D+,2,1,4,82,No,Diario,No,2,Baja,Bajo
7.85,B+,16,Femenino,Primero de Bachillerato,2022-2023,9,80,0,A+,B-,C-,3,2,4,92,No,Diario,Si,0,Baja,MuyBajo
7.06,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,A-,B+,C-,3,0,3,0,Si,Nunca,Si,1,Media,Bueno
7.25,B-,17,Femenino,Primero de Bachillerato,2023-2024,7,79,1,B-,B+,B+,4,2,2,59,No,Nunca,Si,0,Media,Bajo
5.81,C+,13,Masculino,Octavo,2023-2024,4,86,0,B+,C+,B+,4,1,0,87,No,Diario,No,1,Baja,MuyBajo
6.33,C+,14,Femenino,Octavo,2023-2024,5,0,1,B-,B-,B-,0,0,1,0,No,Ocasional,No,1,Baja,Sobresaliente
6.75,B-,15,Femenino,Decimo,2023-2024,7,0,0,C+,B+,C+,2,0,1,0,Si,Diario,Si,0,Media,Bajo
5.02,C-,14,Femenino,Noveno,2022-2023,6,72,1,D+,B+,C-,3,3,1,54,Si,Nunca,Si,0,Alta,Bueno
5.54,C+,13,Femenino,Octavo,2022-2023,6,79,0,B+,B-,B-,1,2,2,100,Si,Ocasional,Si,2,Media,Bajo
6.83,B-,15,Femenino,Decimo,2023-2024,6,91,1,E-,B+,A+,3,2,1,80,No,Diario,Si,2,Media,Bueno
5.98,C+,15,Masculino,Noveno,2023-2024,7,82,0,D-,C+,B-,3,1,4,94,No,Ocasional,No,1,Media,Bajo
5.1,C-,14,Femenino,Octavo,2022-2023,6,0,1,B-,C+,C-,3,0,0,0,No,Ocasional,Si,0,Media,Bajo
7.59,B+,14,Femenino,Noveno,2023-2024,5,0,0,B-,C+,B-,1,0,0,0,Si,Diario,No,0,Media,MuyBajo
7.53,B+,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,2,A-,B+,A-,3,0,1,0,No,Ocasional,Si,1,Media,Bueno
7.17,B-,17,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,C+,B+,C+,4,0,0,0,No,Ocasional,Si,2,Baja,Bueno
6.68,B-,15,Femenino,Decimo,2022-2023,8,0,0,C+,B+,C-,0,0,0,0,Si,Diario,No,0,Media,Bajo
5.32,C-,13,Femenino,Octavo,2022-2023,6,0,1,A+,C-,C-,0,0,2,0,Si,Ocasional,Si,0,Alta,Bueno
6.04,C+,13,Masculino,Octavo,2023-2024,6,0,1,C+,C+,B-,4,0,1,0,No,Nunca,Si,1,Media,Bajo
8.13,B+,14,Femenino,Octavo,2022-2023,5,0,0,A+,B+,C-,1,0,3,0,No,Ocasional,No,1,Baja,Bueno
7.8,B+,13,Femenino,Octavo,2023-2024,5,0,0,B-,B+,A+,1,0,1,0,No,Ocasional,Si,0,Media,Bajo
6.44,C+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,B-,B-,B+,1,0,0,0,Si,Nunca,Si,2,Alta,Bajo
4.63,C-,16,Femenino,Decimo,2022-2023,7,0,1,C+,D+,D+,1,0,1,0,No,Ocasional,No,0,Baja,Bajo
6.09,C+,13,Femenino,Octavo,2022-2023,6,0,0,C-,B+,B-,3,0,4,0,No,Ocasional,Si,2,Media,Bajo
7.6,B+,15,Femenino,Decimo,2022-2023,8,61,2,A-,B-,B+,3,1,3,63,Si,Ocasional,Si,2,Media,Bueno
8.53,A-,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,C+,B+,A+,3,0,4,0,Si,Ocasional,Si,3,Media,Bajo
7.93,B+,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,1,C-,C-,A-,4,0,3,0,Si,Diario,Si,2,Media,Bajo
5.51,C+,15,Masculino,Decimo,2023-2024,8,55,0,E+,C-,C+,2,3,0,69,No,Nunca,Si,0,Media,Bueno
6.23,C+,14,Femenino,Noveno,2022-2023,6,0,0,C+,E-,D+,0,0,4,0,No,Nunca,Si,2,Media,Bajo
7.3,B-,13,Masculino,Octavo,2022-2023,5,64,2,B-,B+,A+,3,2,2,74,No,Nunca,Si,2,Media,Sobresaliente
6.82,B-,14,Masculino,Noveno,2023-2024,5,0,0,B+,B+,A+,3,0,4,0,No,Ocasional,Si,0,Media,Bueno
5.9,C+,16,Femenino,Decimo,2022-2023,7,0,0,C-,B-,B+,2,0,4,0,Si,Ocasional,Si,1,Media,Bajo
4.93,C-,13,Femenino,Octavo,2023-2024,4,87,0,C+,C-,C+,3,2,0,91,Si,Nunca,Si,0,Alta,Variable
6.8,B-,13,Femenino,Octavo,2022-2023,6,0,0,C+,B+,A-,2,0,2,0,Si,Diario,No,0,Media,Bajo
6.26,C+,14,Femenino,Noveno,2022-2023,6,0,1,C+,C+,C-,1,0,2,0,Si,Ocasional,Si,2,Media,Bajo
6.54,B-,16,Femenino,Decimo,2022-2023,7,0,1,B-,A-,E-,1,0,0,0,Si,Nunca,Si,1,Alta,Bajo
5.92,C+,16,Femenino,Decimo,2022-2023,7,72,0,C+,B+,C+,0,2,4,88,No,Diario,No,2,Media,Bajo
4.39,D+,15,Femenino,Decimo,2022-2023,8,0,0,D-,E-,C-,1,0,0,0,Si,Ocasional,Si,1,Alta,Bueno
7.19,B-,13,Femenino,Octavo,2023-2024,4,0,0,B+,A+,B-,3,0,1,0,No,Ocasional,Si,2,Media,Bajo
6.25,C+,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,E+,A-,B+,4,0,2,0,No,Nunca,No,1,Baja,Bajo
6.58,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,C-,C+,B-,1,0,1,0,No,Ocasional,Si,0,Media,Bajo
5.82,C+,14,Masculino,Octavo,2023-2024,6,0,0,D+,D-,A-,4,0,0,0,Si,Diario,Si,2,Media,Bueno
7.43,B-,16,Femenino,Decimo,2022-2023,8,0,0,C+,C+,D+,0,0,3,0,Si,Nunca,Si,1,Alta,Bajo
6.47,C+,16,Masculino,Decimo,2022-2023,7,0,0,A+,C+,E-,4,0,3,0,Si,Diario,Si,2,Media,Bajo
7.02,B-,14,Femenino,Octavo,2022-2023,5,57,1,B+,D+,C+,3,1,2,89,No,Ocasional,Si,1,Media,Bueno
6.75,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,77,0,C-,B+,C-,1,1,4,64,Si,Ocasional,No,1,Media,Bueno
7.21,B-,18,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,B-,C+,B-,4,0,4,0,Si,Ocasional,Si,3,Media,Bajo
5.74,C+,14,Femenino,Octavo,2022-2023,5,50,0,C+,B+,B-,1,1,1,54,No,Diario,No,0,Baja,Bajo
7.55,B+,13,Femenino,Octavo,2023-2024,4,68,0,A+,C+,B+,0,2,1,72,No,Ocasional,No,2,Media,Bajo
6.57,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,2,B+,B-,C+,4,0,0,0,No,Ocasional,Si,1,Media,Bajo
4.87,C-,18,Femenino,Segundo de Bachillerato,2023-2024,8,0,2,D+,C+,C+,1,0,4,0,No,Diario,No,2,Baja,Bajo
5.98,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,D+,D+,C-,3,0,3,0,No,Ocasional,No,1,Media,Bueno
6.77,B-,15,Femenino,Noveno,2023-2024,6,73,0,C+,B-,D+,2,3,2,65,Si,Diario,No,2,Media,Bueno
7.36,B-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,0,A-,B-,B+,1,0,3,0,No,Diario,Si,1,Media,Bajo
6.47,C+,16,Femenino,Decimo,2023-2024,7,67,0,E+,B+,C+,0,1,1,58,Si,Diario,Si,2,Baja,Bajo
7.47,B-,13,Femenino,Octavo,2023-2024,4,57,0,B+,C-,C+,2,3,0,100,No,Diario,Si,0,Media,Bajo
7.21,B-,15,Masculino,Decimo,2023-2024,8,78,0,B-,C-,A+,4,1,0,51,No,Diario,No,1,Baja,Bajo
5.46,C-,14,Femenino,Noveno,2022-2023,7,87,0,A-,D+,E+,3,2,2,55,No,Ocasional,No,0,Media,Bajo
5.86,C+,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,C+,B+,B+,4,0,3,0,No,Ocasional,Si,1,Media,Bajo
6.71,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,E+,E+,B-,1,0,1,0,No,Ocasional,Si,1,Media,Bajo
6.62,B-,15,Femenino,Decimo,2022-2023,7,92,0,B-,C-,B+,3,3,2,53,Si,Diario,No,2,Media,Bueno
5.4,C-,14,Femenino,Noveno,2022-2023,7,0,1,C+,B+,E+,0,0,2,0,Si,Ocasional,No,2,Media,Bajo
7.02,B-,14,Femenino,Noveno,2023-2024,5,98,1,C-,C+,C-,0,2,3,96,No,Ocasional,No,2,Baja,Bajo
5.47,C-,15,Masculino,Decimo,2023-2024,8,0,0,C-,C-,C-,1,0,4,0,Si,Nunca,No,0,Media,Bueno
6.56,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C+,B+,C+,4,0,4,0,No,Ocasional,Si,2,Media,Bajo
6.29,C+,16,Femenino,Decimo,2023-2024,7,0,0,C+,B-,C-,1,0,3,0,Si,Diario,Si,1,Media,Bajo
6.1,C+,16,Masculino,Decimo,2022-2023,7,58,2,B-,B+,D-,1,2,0,93,No,Ocasional,Si,1,Media,Bajo
6.39,C+,15,Femenino,Decimo,2022-2023,8,0,0,D+,B-,B-,2,0,3,0,Si,Diario,Si,2,Media,Bajo
6.48,C+,14,Femenino,Noveno,2023-2024,6,73,1,D-,C+,C-,2,3,4,66,Si,Ocasional,Si,2,Media,Bueno
6.69,B-,15,Femenino,Decimo,2022-2023,7,0,2,B-,B+,B-,2,0,2,0,No,Diario,Si,2,Media,Bajo
4.4,D+,14,Femenino,Noveno,2022-2023,6,78,2,C+,B+,C+,3,1,3,78,Si,Ocasional,Si,0,Media,Bajo
6.24,C+,14,Femenino,Noveno,2022-2023,7,80,1,A-,D-,B+,1,2,0,53,No,Ocasional,Si,2,Media,Bueno
6.88,B-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,B-,D-,C+,1,0,1,0,Si,Ocasional,Si,2,Alta,Bajo
6.34,C+,13,Femenino,Octavo,2023-2024,5,66,0,B-,B+,E-,3,1,1,64,Si,Ocasional,Si,2,Alta,Variable
7.83,B+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,C-,C+,C+,2,0,0,0,No,Diario,Si,1,Media,Bajo
6.44,C+,15,Femenino,Decimo,2022-2023,8,87,0,B+,A+,D-,2,1,1,85,Si,Diario,Si,2,Media,Bajo
7.02,B-,17,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,B-,D+,B-,3,0,2,0,No,Ocasional,Si,1,Media,Bajo
7.95,B+,17,Masculino,Primero de Bachillerato,2022-2023,10,52,1,B+,A+,B+,3,2,4,56,Si,Diario,No,0,Media,MuyBajo
5.44,C-,13,Femenino,Octavo,2022-2023,5,82,0,B-,C-,E-,0,1,4,63,Si,Ocasional,No,1,Media,Bueno
5.72,C+,13,Femenino,Octavo,2022-2023,6,0,1,A-,E-,C+,0,0,3,0,No,Ocasional,No,2,Baja,Bueno
6.76,B-,14,Masculino,Noveno,2023-2024,5,51,0,C+,A+,C-,3,3,2,100,No,Ocasional,Si,1,Media,Bueno
6.26,C+,14,Femenino,Noveno,2022-2023,7,80,0,C-,C+,B+,2,3,2,51,Si,Diario,Si,0,Media,Bajo
6.91,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,C+,D+,2,0,0,0,Si,Ocasional,Si,2,Media,Bajo
5.9,C+,14,Femenino,Noveno,2023-2024,5,0,0,C+,A-,C-,2,0,4,0,No,Nunca,No,2,Media,MuyBajo
6.18,C+,15,Masculino,Noveno,2023-2024,7,72,0,C+,D+,B+,2,2,1,87,Si,Nunca,Si,0,Media,Bueno
6.87,B-,13,Femenino,Octavo,2022-2023,5,0,0,B-,A+,D+,0,0,4,0,No,Nunca,No,0,Baja,Bajo
7.61,B+,19,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,B-,B-,A-,1,0,0,0,No,Ocasional,Si,3,Media,Bueno
6.25,C+,15,Femenino,Noveno,2023-2024,6,0,1,D-,A+,A-,3,0,2,0,No,Ocasional,Si,1,Media,Bueno
6.65,B-,13,Femenino,Octavo,2022-2023,6,65,0,B-,C+,C+,2,1,1,99,No,Ocasional,Si,1,Media,Bueno
6.99,B-,15,Femenino,Decimo,2022-2023,8,97,0,C+,D-,A+,0,3,3,65,No,Ocasional,Si,1,Media,Sobresaliente
5.36,C-,16,Femenino,Primero de Bachillerato,2022-2023,8,0,1,C-,B-,B+,3,0,4,0,Si,Diario,No,2,Media,Sobresaliente
6.41,C+,13,Femenino,Octavo,2023-2024,5,0,1,B-,B+,C-,3,0,1,0,Si,Diario,No,2,Media,Bueno
4.76,C-,14,Femenino,Noveno,2022-2023,7,0,0,D-,E+,D-,1,0,1,0,No,Diario,Si,2,Media,Bajo
5.07,C-,15,Femenino,Noveno,2023-2024,5,0,2,B+,C+,D-,3,0,4,0,Si,Ocasional,No,2,Media,Bajo
7.59,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,C+,E-,B-,3,0,2,0,No,Diario,No,2,Media,Bueno
7.17,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,B+,C-,B+,1,0,3,0,No,Diario,Si,1,Baja,Bueno
6.83,B-,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,B+,C+,4,0,1,0,No,Nunca,Si,3,Media,Bajo
5.81,C+,15,Femenino,Decimo,2022-2023,8,50,0,C-,B-,B-,1,1,4,76,Si,Diario,No,1,Alta,Bajo
7.52,B+,14,Femenino,Octavo,2022-2023,6,0,0,C-,A+,C+,0,0,0,0,No,Nunca,No,0,Baja,Bajo
6.29,C+,14,Masculino,Noveno,2022-2023,6,94,0,D+,C+,B-,2,1,4,58,No,Ocasional,Si,2,Media,Bueno
3.89,D+,15,Femenino,Decimo,2023-2024,7,0,0,E-,C-,B-,2,0,3,0,Si,Diario,No,0,Media,Bueno
5.64,C+,14,Masculino,Octavo,2022-2023,7,65,1,B+,C+,C-,3,1,4,71,Si,Ocasional,Si,1,Media,Bajo
5.79,C+,15,Femenino,Noveno,2022-2023,6,0,1,C+,D+,C+,0,0,2,0,No,Ocasional,Si,0,Baja,Bajo
7.02,B-,16,Masculino,Primero de Bachillerato,2022-2023,9,0,1,B+,C+,C+,5,0,3,0,No,Ocasional,Si,2,Media,Bajo
7.2,B-,13,Femenino,Octavo,2023-2024,5,94,0,B-,C+,B+,1,3,4,61,No,Ocasional,Si,2,Media,Bajo
6.56,B-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,1,B+,D+,B-,2,0,4,0,Si,Ocasional,Si,0,Media,Bajo
7.84,B+,15,Femenino,Noveno,2022-2023,7,93,0,A+,B+,C+,3,2,1,70,No,Diario,Si,1,Media,Bajo
6.79,B-,15,Femenino,Noveno,2023-2024,6,0,0,B+,B-,C-,0,0,2,0,Si,Nunca,Si,0,Alta,Bueno
6.24,C+,14,Masculino,Noveno,2022-2023,7,53,1,B-,C-,C+,4,2,2,70,No,Ocasional,Si,1,Media,Bueno
6.18,C+,14,Femenino,Noveno,2022-2023,6,0,0,D+,C+,B+,0,0,1,0,No,Nunca,Si,2,Media,Variable
6.18,C+,15,Masculino,Decimo,2022-2023,9,0,1,B+,C-,B+,3,0,4,0,No,Nunca,No,2,Media,Bueno
7.58,B+,15,Femenino,Decimo,2022-2023,7,72,1,B-,A+,D+,2,1,2,57,No,Diario,No,1,Media,MuyBajo
7.71,B+,16,Femenino,Primero de Bachillerato,2023-2024,8,0,0,C-,C+,B+,2,0,2,0,Si,Diario,Si,0,Media,Bajo
6.45,C+,13,Femenino,Octavo,2022-2023,5,0,0,C+,A-,D+,1,0,2,0,No,Ocasional,Si,2,Media,MuyBajo
5.0,C-,13,Femenino,Octavo,2023-2024,4,63,2,C-,B-,B-,1,1,4,88,Si,Nunca,Si,0,Media,Bueno
5.78,C+,15,Femenino,Noveno,2023-2024,5,50,0,A-,C-,B-,3,1,2,73,Si,Ocasional,Si,0,Media,Bajo
5.77,C+,14,Femenino,Octavo,2022-2023,6,0,1,B+,C+,C+,3,0,1,0,Si,Ocasional,No,2,Media,MuyBajo
7.54,B+,13,Femenino,Octavo,2023-2024,5,57,0,B+,B-,B-,0,2,2,77,Si,Ocasional,Si,1,Alta,Bueno
6.03,C+,14,Femenino,Noveno,2022-2023,6,0,1,C+,C-,D+,2,0,0,0,No,Diario,Si,2,Media,Bajo
5.25,C-,15,Femenino,Decimo,2023-2024,6,97,1,C-,B-,B+,1,3,1,54,No,Ocasional,Si,1,Media,Bajo
6.39,C+,14,Masculino,Octavo,2022-2023,6,67,0,C-,A+,D+,4,3,0,97,Si,Diario,Si,2,Media,Bueno
6.56,B-,15,Femenino,Noveno,2023-2024,6,52,1,B-,B-,C+,3,1,2,95,No,Diario,No,2,Media,Bajo
7.83,B+,13,Femenino,Octavo,2023-2024,4,90,0,C+,B+,C+,0,1,3,58,No,Nunca,Si,2,Media,Bajo
5.07,C-,13,Masculino,Octavo,2022-2023,7,62,0,B-,B-,C-,3,2,1,59,No,Ocasional,No,1,Media,Bueno
6.77,B-,17,Femenino,Primero de Bachillerato,2023-2024,8,0,0,D-,C+,C-,3,0,1,0,No,Ocasional,Si,0,Media,MuyBajo
6.6,B-,14,Femenino,Octavo,2023-2024,4,0,1,C-,B-,B-,1,0,3,0,Si,Ocasional,Si,0,Media,Bueno
6.97,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,E-,B+,A-,2,0,1,0,No,Diario,No,3,Baja,Bajo
6.52,B-,14,Femenino,Noveno,2022-2023,7,0,0,B+,B-,B-,2,0,3,0,Si,Ocasional,No,2,Media,Bajo
6.4,C+,14,Femenino,Octavo,2022-2023,5,0,0,C-,B-,C+,2,0,4,0,No,Diario,Si,1,Media,Bajo
4.55,C-,14,Masculino,Octavo,2022-2023,5,0,0,A-,B+,D+,3,0,2,0,No,Diario,Si,0,Baja,Variable
6.48,C+,15,Femenino,Noveno,2023-2024,6,0,0,C-,B-,D-,3,0,3,0,Si,Nunca,Si,2,Alta,Bueno
7.53,B+,17,Femenino,Primero de Bachillerato,2023-2024,8,84,1,C-,B+,B+,4,2,0,56,No,Nunca,Si,0,Media,Bueno
7.39,B-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,1,B-,B+,B+,4,0,1,0,Si,Diario,No,1,Baja,Bueno
6.64,B-,14,Femenino,Octavo,2022-2023,6,0,0,B-,C+,A-,0,0,3,0,No,Nunca,Si,0,Media,Bajo
6.02,C+,15,Femenino,Decimo,2022-2023,7,0,0,C+,D-,E-,2,0,3,0,No,Ocasional,Si,2,Alta,Bueno
7.3,B-,16,Femenino,Decimo,2022-2023,7,0,0,A+,C-,C-,3,0,4,0,Si,Ocasional,Si,1,Media,Variable
5.2,C-,14,Masculino,Noveno,2022-2023,8,65,2,C+,B-,D+,1,2,1,67,No,Ocasional,Si,2,Media,Bajo
4.92,C-,18,Masculino,Tercero de Bachillerato,2023-2024,9,0,2,C-,C-,B-,4,0,2,0,No,Ocasional,No,2,Baja,Bajo
7.0,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C-,C-,A-,4,0,3,0,Si,Nunca,Si,2,Media,Bueno
5.83,C+,14,Femenino,Noveno,2023-2024,5,0,2,B-,B+,B-,2,0,1,0,Si,Diario,No,1,Media,Bajo
6.5,C+,14,Femenino,Noveno,2022-2023,6,0,0,B-,B+,C+,2,0,3,0,Si,Nunca,No,1,Media,Bajo
6.85,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,0,0,B+,C+,B-,3,0,1,0,No,Ocasional,Si,2,Media,Bajo
6.65,B-,14,Masculino,Octavo,2022-2023,5,89,0,B+,B-,C-,3,1,0,88,Si,Ocasional,Si,2,Media,Bajo
5.84,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,B+,E-,C-,4,0,2,0,No,Diario,Si,0,Media,Variable
5.81,C+,14,Femenino,Noveno,2023-2024,5,0,0,C-,C+,B-,0,0,1,0,Si,Ocasional,No,2,Media,Bajo
5.9,C+,15,Femenino,Decimo,2023-2024,6,0,1,C+,C+,C-,1,0,3,0,Si,Ocasional,Si,2,Media,MuyBajo
6.39,C+,14,Femenino,Octavo,2022-2023,5,68,0,C+,B-,B+,1,2,1,71,Si,Ocasional,Si,1,Media,Bajo
5.6,C+,19,Femenino,Tercero de Bachillerato,2022-2023,10,0,1,B-,D+,C-,1,0,0,0,Si,Ocasional,Si,1,Media,Bajo
7.06,B-,15,Femenino,Noveno,2023-2024,5,0,0,A-,B-,B+,3,0,0,0,Si,Nunca,Si,1,Media,MuyBajo
